AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,AxiometricsMSAID,AxiometricsSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode
"Cortland Allen Station","coras75002","Core-Plus","Acquisition",2020-12-18 00:00:00.0000000,2021-03-29 00:00:00.0000000,False,2021-08-03 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2021-08-03 00:00:00.0000000,19124,30,7506,19100,4645678,1443,2019.000000,2019,,445,425585,2021-01-31 00:00:00.0000000,2022-06-30 00:00:00.0000000,,96787500,1267613,3790140,101845253,False,False,False,"75002-2898",33.122225,-96.659965,"cortland.com/allen-station","allenstation@cortland.com","allenstation","(972) 945-8695","1400 Andrews Pkwy",,"DD Andrews Parkway 10.495 LLC ","85-2361889","Stand-alone","Allen","TX"
"Cortland Southpark Terraces","tersm78748","Value-Add","Acquisition",2018-09-25 00:00:00.0000000,2021-07-01 00:00:00.0000000,False,2021-11-19 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2021-11-19 00:00:00.0000000,12420,6,7563,12420,4405685,1041,2009.000000,2009,,244,225888,2018-10-31 00:00:00.0000000,2020-04-30 00:00:00.0000000,24,35250000,7009574.4812970301,1412491.16213471,43672065.643431701,False,True,False,"78748-6655",30.157396,-97.799706,"cortland.com/southpark-terrace","southparkterraces@cortland.com","terraces","(512) 233-4747","10101 S 1st St",,"Terraces TX Partners LLC","83-1519372","Portfolio 18","Austin","TX"
"Cortland North Dallas","garv75287","Value-Add","Acquisition",2016-12-15 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2023-09-09 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-09-09 00:00:00.0000000,19124,20,7515,19100,4087081,491,2001.000000,2001,,582,390553,2017-02-28 00:00:00.0000000,2019-07-31 00:00:00.0000000,18.5,60501827,11681942,1663092,73846861,False,True,False,"75287-6460",32.991641,-96.848112,"cortland.com/north-dallas","northdallas@cortland.com","gardens","(469) 414-0886","17811 Vail St",,"Vail TX Partners LLC","81-4238799","Portfolio 16","Dallas","TX"
"Cortland Falls River","aurfrbre227614","Core-Plus","Acquisition",2021-07-01 00:00:00.0000000,,False,2023-07-02 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-07-02 00:00:00.0000000,239580,8,7347,39580,4233239,1539,2001.000000,2001,,284,319152,,,,65500000,2467055.45103702,649908.99972813402,68616964.450765103,False,False,True,"27614-9850",35.909348,-78.594783,"https://cortland.com/apartments/cortland-falls-riv","fallsriver@cortland.com","aurumbre","(919) 752-3909","1302 Rio Valley Dr",,,"86-3509372","Acorn 2","Raleigh","NC"
"Cortland Lake Lotus","allll32714","Value-Add","Acquisition",2016-08-22 00:00:00.0000000,2020-05-08 00:00:00.0000000,False,2019-06-09 00:00:00.0000000,"Infill","A","Garden-Style","Stabilized",2019-06-09 00:00:00.0000000,36740,7,7500,36740,4023052,444,1997.000000,1998,,578,519735,2016-10-31 00:00:00.0000000,2018-10-31 00:00:00.0000000,,78900000,11633417,3380587.9682,93914004.968199998,False,True,False,"32714-3504",28.646122,-81.419069,"www.cortlandlakelotus.com","lakelotus@cortland.com","allora","(407) 565-7520","631 Lotus Landing Blvd",,"Lotus Landing FL Partners LLC","81-3065657","Portfolio 16","Altamonte Springs","FL"
"Cortland Canal Winchester","madl43110","Value-Add","Acquisition",2016-02-26 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2017-06-22 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-06-22 00:00:00.0000000,18140,10,8022,18140,3862660,415,1997.000000,1997,,256,270772,2016-04-30 00:00:00.0000000,2017-03-31 00:00:00.0000000,25.600000000000001,20750000,3818040.7045,699403.36780000001,25267444.072299998,False,True,False,"43110-8563",39.881210,-82.834300,"cortland.com/canal-winchester","canalwinchester@cortland.com","lakesofbrice","(614) 834-4000","6060 Rossi Dr",,"Rossi OH Partners, LLC","81-1199392","Portfolio 16","Canal Winchester","OH"
"Cortland Lex","lex30004","Value-Add","Acquisition",2013-03-28 00:00:00.0000000,2020-10-08 00:00:00.0000000,False,2014-08-06 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2014-08-06 00:00:00.0000000,12060,30,6729,12060,2946889,112,1995.000000,1995,,360,387014,2013-08-31 00:00:00.0000000,2014-05-31 00:00:00.0000000,36,41800000,4815781.9800000004,1876022.0700000001,48491804.049999997,False,True,False,"30004-5324",34.078490,-84.311755,"cortland.com/lex","lexdistro@cortland.com","lexmilton","(770) 343-4550","1000 Lexington Farms Dr",,"Milton Apartment Partners, LLC","46-2054409","Portfolio 8","Alpharetta","GA"
"Cortland Bayside","corbawarba33764","Core-Plus","Acquisition",2021-02-16 00:00:00.0000000,,False,2023-01-29 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-01-29 00:00:00.0000000,45300,13,7909,45300,4698068,1472,2019.000000,2019,,360,399856,2020-11-30 00:00:00.0000000,2021-10-31 00:00:00.0000000,,104135000,794750,2087628.2925,107017378.2925,False,False,False,"33764-3102",27.948645,-82.726132,"cortland.com/bayside","Bayside@cortland.com","baysidewarba","(727) 261-1017","19355 Us Highway 19 N",,"US HWY 19N FL Partners LLC","85-2361889","Stand-alone","Clearwater","FL"
"Cortland Bayside","corba33764","Core-Plus","Acquisition",2020-11-13 00:00:00.0000000,2021-02-16 00:00:00.0000000,False,2023-01-29 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-01-29 00:00:00.0000000,45300,13,7909,45300,4698068,1432,2019.000000,2019,,360,399856,2020-11-30 00:00:00.0000000,2021-10-31 00:00:00.0000000,,104135000,794750,2087628.2925,107017378.2925,False,False,False,"33764-3102",27.948645,-82.726132,"cortland.com/bayside","Bayside@cortland.com","bayside","(727) 261-1017","19355 Us Highway 19 N",,"US HWY 19N FL Partners LLC","85-2361889","Stand-alone","Clearwater","FL"
"Cortland River Oaks","corro77019","Value-add","Acquisition",2024-06-27 00:00:00.0000000,,False,2024-07-27 00:00:00.0000000,,"B","Garden-style","Stabilized",2024-07-27 00:00:00.0000000,26420,1,6851,26420,5359327,2149,1997.000000,1997,,288,240639,,,,56000000,11576020,1038198,68614219,False,False,False,"77019-1949",29.758600,-95.401640,"https://cortland.com/river-oaks","riveroaksdistro@cortland.com","riveroaks","(346) 567-5981","777 Dunlavy St",288,"Dunlavy TX Partners, LLC","99-3645706","Stand-alone","Houston","TX"
"Cortland Allen Station","corasRH75002","Core-Plus","Acquisition",2021-03-29 00:00:00.0000000,,False,2021-08-03 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2021-08-03 00:00:00.0000000,19124,30,7506,19100,4645678,1475,2019.000000,2019,,445,425585,2021-01-31 00:00:00.0000000,2022-06-30 00:00:00.0000000,,96787500,1267613,3790140,101845253,False,False,False,"75002-2898",33.122225,-96.659965,"cortland.com/allen-station","allenstation@cortland.com","allenstationroundhil","(972) 945-8695","1400 Andrews Pkwy",,"DD Andrews Parkway 10.495 LLC ","85-2361889","Stand-alone","Allen","TX"
"Cortland Addison Circle","15777q75001","Core-Plus","Acquisition",2013-11-22 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,2024-06-18 00:00:00.0000000,"Infill","A","Mid-Rise","Stabilized",2024-06-18 00:00:00.0000000,19124,19,7515,19100,3172765,147,2009.000000,2009,,414,357035,2014-03-31 00:00:00.0000000,2015-03-31 00:00:00.0000000,5.9199999999999999,58300000,1050000,2055571.8,61405571.799999997,False,True,False,"75001-3474",32.963923,-96.826494,"cortland.com/addison-circle","addisoncircle@cortland.com","quorum","(972) 853-4162","15777 Quorum Dr",,"Quorum Drive TX Partners, LLC","46-3879670","Portfolio 8","Addison","TX"
"Cortland Holcomb Bridge","att30022","Value-Add","Acquisition",2015-08-28 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2017-09-17 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-09-17 00:00:00.0000000,12060,30,6729,12060,3712014,345,1986.000000,1986,,304,288540,2015-11-30 00:00:00.0000000,2017-09-30 00:00:00.0000000,30.300000000000001,32000000,10296044.9934,1175201.4284000001,43471246.421800002,False,True,False,"30022-5308",33.995691,-84.280988,"cortland.com/holcomb-bridge","holcombbridge@cortland.com","holcombspond","(404) 594-5507","2745 Holcomb Bridge Rd",,"Holcomb Bridge GA Partners, LLC","47-4246265","Portfolio 14","Alpharetta","GA"
"Perimeter Circle","corpc30342","Value-add","Acquisition",2022-05-19 00:00:00.0000000,,False,2024-03-01 00:00:00.0000000,"Suburban","A","Mid-rise","Stabilized",2024-03-01 00:00:00.0000000,12060,7,6749,12060,4971387,1800,1995.000000,1995,,194,186440,,,,,,,,False,True,False,"30342-1360",33.904549,-84.372318,"cortland.com/perimeter-circle","perimetercircle@cortland.com","glenridge","(678) 712-3842","5470 Glenridge Dr",194,"RRE Berkeley Run Holdings LLC","81-3506451","3rd Party Management","Sandy Springs","GA"
"Cortland Bryan Place","910ts75204","Value-Add","Acquisition",2017-07-31 00:00:00.0000000,2021-10-01 00:00:00.0000000,False,2019-08-15 00:00:00.0000000,"Infill","B","Garden-Style","Stabilized",2019-08-15 00:00:00.0000000,19124,1,7512,19100,4216434,643,1999.000000,1999,,420,373359,,2019-04-30 00:00:00.0000000,,70700000,5056091,1454928,77211019,False,True,False,"75204-5992",32.791432,-96.791356,"cortland.com/bryan-place","bryanplace@cortland.com","910","(214) 821-0910","910 Texas St",,"910 TX Partners LLC","82-1940224","Stand-alone","Dallas","TX"
"Cortland at National Landing","cornl22202","Value-add","Acquisition",2024-07-23 00:00:00.0000000,,False,2024-08-22 00:00:00.0000000,,"A","High-rise","Stabilized",2024-08-22 00:00:00.0000000,47900,9,6660,47900,5368796,2153,1990.000000,1990,,298,229478,,,,104250000,15877769,4023291,124151060,False,False,False,"22202-5008",38.861160,-77.060980,"cortland.com/national-landing","nationallandingdistro@cortland.com","nationalland","(703) 774-3116","801 15th St S",298,"Fifteenth Street South VA Partners, LLC","99-3954112","Stand-alone","Arlington","VA"
"Cortland Legacy","ams75034","Core-Plus","Acquisition",2019-09-27 00:00:00.0000000,,False,2020-01-04 00:00:00.0000000,"Suburban","A","Mid-Rise","Stabilized",2020-01-04 00:00:00.0000000,19124,29,7516,19100,4559244,1232,2014.000000,2014,,395,320067,,,6.3899999999999997,68205743.345900103,3138869.8614500002,496182.36260357499,71840795.569953695,False,True,False,"75034-6223",33.089048,-96.841716,"www.cortland.com/legacy","legacy@cortland.com","legacytx","(972) 687-7789","5275 Town And Country Blvd",,"PURE AS APTS LLC","47-4541521","Portfolio 22","Frisco","TX"
"Lake`s Edge","lake43147","Value-Add","Acquisition",2014-09-30 00:00:00.0000000,,False,2019-05-07 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-05-07 00:00:00.0000000,18140,10,8015,18140,3388223,234,1990.000000,1990,,256,184000,2017-09-30 00:00:00.0000000,2018-12-31 00:00:00.0000000,24.989999999999998,11000000,1727419,637375.35060000001,13364794.3506,False,True,False,"43147-9847",39.892980,-82.764401,"http://www.lakesedgeapts.com","lakesedge@cortland.com","lakesedge","(380) 208-0583","150 Lakepoint Ct",,"Lakepoint OH Partners, LLC","47-0985999","Parkwood-Ohio","Pickerington","OH"
"Cortland Belgate","sovb28262","Core-Plus","Acquisition",2018-01-19 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2018-07-13 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-07-13 00:00:00.0000000,16740,5,7783,16740,4266914,702,2017.000000,2017,,266,295778,2018-02-28 00:00:00.0000000,2018-03-31 00:00:00.0000000,,45537823,411255,1313086,47262164,False,False,False,"28262-3634",35.300547,-80.757835,"cortland.com/belgate","belgate@cortland.com","belgate","(704) 318-2280","6008 Lewis St",,"DD Belgate LLC","46-4744851","Portfolio 20","Charlotte","NC"
"Cortland Mallard Creek","cormc28262","Value-Add","Acquisition",2021-12-14 00:00:00.0000000,,False,,"Suburban","A","Garden-Style","Non-Stabilized",,16740,5,7783,16740,4904463,1689,2000.000000,2000,,368,360132,,,,100000000,13788345,1807131,115595476,False,True,False,"28262-1054",35.318276,-80.730143,"cortland.com/mallard-creek","mallardcreek@cortland.com","mallard","(704) 703-8561","500 Solano Dr",,"Solano NC Partners LLC","85-2361889","Stand-alone","Charlotte","NC"
"Pointe at Lenox Park","poinlp30319","Value-Add","Acquisition",2014-04-30 00:00:00.0000000,2016-08-15 00:00:00.0000000,False,2014-05-30 00:00:00.0000000,"Infill","B","Garden-Style","Stabilized",2014-05-30 00:00:00.0000000,12060,10,6709,12060,3306165,159,1988.000000,1988,,271,220270,2014-06-30 00:00:00.0000000,2015-07-31 00:00:00.0000000,10.779999999999999,24932000,3175519.3799999999,915416.80000000005,29022936.18,False,True,False,"30319-4120",33.836016,-84.342507,"www.thepointeatlenoxpark.com","ThePointe@cortlandpartners.com","lenox","(404) 636-4413","1900 N Druid Hills Rd NE",,"Lenox Park Apartment Partners, LLC","46-5337631","Stand-alone","Atlanta","GA"
"Cortland 3131","3131oef30033","Core-Plus","Acquisition",2018-12-14 00:00:00.0000000,,False,2014-08-12 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2014-08-12 00:00:00.0000000,12060,13,6715,12060,2946883,1096,1992.000000,1992,2014,268,216970,,,8.6600000000000001,47500000,2128741.7391304299,507933.389079627,50136675.128210098,False,True,True,"30033-2654",33.812458,-84.304932,"www.cortland.com/3131","3131@cortland.com","3131oef","(404) 476-5875","3131 N Druid Hills Rd",,,,"CGI","Decatur","GA"
"Cortland at the Village","villpppoef30080",,,,,False,,,,"Garden-Style","Non-Stabilized",,,,,,,,,,,,,,,116.3,,,,,False,False,True,,,,,,,,,,,,,,
"Astor Place","astp30096","Value-Add","Acquisition",2013-03-22 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,2023-12-19 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-12-19 00:00:00.0000000,12060,32,6730,12060,2946885,105,1999.000000,1999,,308,298222,2013-08-31 00:00:00.0000000,2014-08-31 00:00:00.0000000,28.829999999999998,23048092.07,2967226.0699999998,1031964.1899999999,27047282.329999998,False,True,False,"30096-1201",33.954661,-84.088161,"www.astorplaceapts.com","astorplace@cortland.com","idlewylde1","(770) 923-2987","1435 Boggs Rd",,"Boggs Road Apartment Partners, LLC","46-1807663","Portfolio 8","Duluth","GA"
"Fairmont at Fossil Creek","fairfc76137","Value-Add","Acquisition",2016-10-21 00:00:00.0000000,2019-04-01 00:00:00.0000000,False,2020-07-23 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2020-07-23 00:00:00.0000000,23104,8,7531,19100,4155550,452,2004.000000,2004,,240,229200,2017-02-28 00:00:00.0000000,2018-04-30 00:00:00.0000000,13.449999999999999,29000000,7262589,1476336,37738925,False,True,False,"76137-7079",32.849185,-97.305502,"cortland.com/fossil-creek","fossilcreek@cortland.com","fairmont","(817) 854-4137","6101 N Riverside Dr",,"Fossil Creek TX Partners, LLC","81-3764983","Portfolio 8","Fort Worth","TX"
"Cortland at West Village - Phase 2","corwvill275204","Value-add","Acquisition",2022-06-28 00:00:00.0000000,,False,,"Urban","A","Mid-rise","Non-Stabilized",,19124,1,7536,19100,4988098,1872,2003.000000,2003,,,,,,,89300000,16292214,1817200,107409414,False,False,False,"75204-0300",32.806961,-96.795704,"cortland.com/west-village","westvillage@cortland.com","westvillageCOMM","(972) 807-7172","2901 Cityplace West Blvd",1,"Cityplace TX Partners LLC","83-2495528","CGI","Dallas","TX"
"Cortland West Boynton","corwb33437","Value-Add","Acquisition",2018-05-24 00:00:00.0000000,2021-07-01 00:00:00.0000000,False,2023-05-13 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-05-13 00:00:00.0000000,48424,2,7623,33100,4347322,763,2001.000000,2001,,264,301680,2018-06-30 00:00:00.0000000,2019-12-31 00:00:00.0000000,17.904,54500000,7091635,1765377,63357012,False,True,False,"33437-7403",26.525141,-80.169790,"https://www.cortlandwestboynto","CortlandWestBoynton@cortland.com","westboynton","(561) 264-3693","7933 Venture Center Way",,"Venture Center FL Partners, LLC","82-5382330","Portfolio 18","Boynton Beach","FL"
"Cortland Spring Cypress","sovsc77388","Core-Plus","Acquisition",2017-12-19 00:00:00.0000000,2023-03-01 00:00:00.0000000,False,2018-06-30 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-06-30 00:00:00.0000000,26420,25,6854,26420,4266921,693,2017.000000,2017,,253,267270,2017-12-31 00:00:00.0000000,2017-01-31 00:00:00.0000000,,34972420,411255,1397414,36781089,False,True,False,"77388-5586",30.065057,-95.454345,"cortland.com/spring-cypress","springcypress@cortland.com","springcypress","(281) 353-2433","2539 Spring Cypress Rd",,"DD Louetta Spring Cypress LLC","32-0440084","Portfolio 20","Spring","TX"
"Cortland Highcroft","corhi27519","Value-Add","Acquisition",2021-02-17 00:00:00.0000000,2021-08-20 00:00:00.0000000,False,2023-11-05 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-11-05 00:00:00.0000000,239580,6,7346,39580,4749850,1467,1998.000000,1998,,302,312990,2021-03-31 00:00:00.0000000,2022-08-31 00:00:00.0000000,,61470943.396226399,9534169.4072458204,2299531.3240047102,73304644.127476901,False,True,False,"27519-7919",35.797253,-78.871590,"cortland.com/highcroft","Highcroft@cortland.com","highcroft","(919) 642-4977","200 Brook Arbor Dr",,"Brook Arbor NC Partners LP ","85-2361889 ","Stand-alone","Cary","NC"
"Cortland Hollywood","corho33020","Core-plus","Acquisition",2021-01-06 00:00:00.0000000,,False,2021-02-05 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-02-05 00:00:00.0000000,22744,2,7608,33100,4726531,1456,2017.000000,2017,,336,345948,2021-02-28 00:00:00.0000000,2023-01-31 00:00:00.0000000,,91700000,2802575.14372906,1299797.09040746,95802372.234136507,False,False,False,"33020-1709",26.031998,-80.165924,"cortland.com/hollywood","Hollywood@cortland.com","hollywood","(954) 758-5254","2300 N 29th Ave",,"North 29th FL Partners LLC","85-2495528","CGI","Hollywood","FL"
"Cortland Rosslyn - COMM 1","corrCOMM22209","Core-plus","Acquisition",2022-05-17 00:00:00.0000000,,False,,"Urban","A","High-rise","Non-Stabilized",,47900,7,6692,47900,5000432,1828,2021.000000,2021,,1,9450,,,,,,,,False,False,False,"22209-2521",38.894842,-77.076732,"www.cortland.com/rosslyn","rosslyn@cortland.com","rosslynCOMM","(571) 200-4816","1788 N Pierce St",1,"N Pierce VA Partners – Phase I, LLC","83-2495528","CGI","Arlington","VA"
"Cascades at Northlake","casnriet28216","Core-Plus","Acquisition",2019-10-21 00:00:00.0000000,2023-10-16 00:00:00.0000000,False,2019-03-14 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-03-14 00:00:00.0000000,16740,4,7777,16740,4058257,1282,2009.000000,2009,2019,570,548810,,,,109600000,,,109600000,False,False,False,"28216-2591",35.342104,-80.857465,"www.cascadesatnorthlake.com","CascadesNorthlake@cortland.com","sreitcascades","(704) 286-8897","8700 Long Creek Club Dr",,,,"3rd Party Management","Charlotte","NC"
"Cortland Arbor Hills","presah75093","Value-Add","Acquisition",2019-09-27 00:00:00.0000000,2021-11-03 00:00:00.0000000,False,2022-10-06 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2022-10-06 00:00:00.0000000,19124,26,7515,19100,4559217,1242,1998.000000,1998,,330,310072,,,15.300000000000001,63685779.713893302,10345621.536576699,1653272.70676754,75684673.957237601,False,True,False,"75093-8614",33.045465,-96.855328,"cortland.com/arbor-hills","arborhills@cortland.com","arborhills","(972) 597-8721","7001 W Parker Rd",,"PURE PRESERVE APTS LLC","47-1576473","Portfolio 22","Plano","TX"
"Cortland Lakecrest","corl33612","Value-add","Acquisition",2024-12-17 00:00:00.0000000,,False,2025-01-16 00:00:00.0000000,"Suburban","A","Garden-style","Stabilized",2025-01-16 00:00:00.0000000,45300,6,7915,45300,5439648,2202,2008.000000,2008,,464,517544,,,,114250000,,,,False,False,False,"33612-6420",28.045804,-82.417561,"","lakecrest@cortland.com","lodge","(813) 755-8758","10420 Mckinley Dr",464,"McKinley Drive FL Partners, LLC","33-2168995","Stand-alone","Tampa","FL"
"Cortland Mountain Vista","dismvbre285209","Core-Plus","Acquisition",2021-09-30 00:00:00.0000000,,False,2023-09-01 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-09-01 00:00:00.0000000,38060,16,7844,38060,4382816,1611,2009.000000,2009,,384,370380,,,,119500000,1031793.8406516199,892471.95582840696,121424265.79648,False,False,True,"85209-3817",33.391782,-111.604738,"cortland.com/mountain-vista","mountainvista@cortland.com","mountainvistabre","(480) 470-5040","1304 S 105th Pl",,,"86-3509372","Acorn 2","Mesa","AZ"
"Sienna Heights","sienh30093","Opportunistic","Acquisition",2011-08-29 00:00:00.0000000,2015-01-13 00:00:00.0000000,False,2013-05-09 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2013-05-09 00:00:00.0000000,12060,31,6727,12060,2691035,6,1972.000000,1972,,386,367844,,,,8878000,2427514.7400000002,748105.60999999999,12053620.35,False,False,False,"30093-1373",33.895759,-84.213126,"www.siennaheightsapartments.co","siennaheights@cortlandpartners.com","sienhgt","(770) 493-1501","1355 Graves Rd",,,,"Portfolio IV","Norcross","GA"
"Cortland Hunters Creek","corhcoef34741","Core-Plus","Acquisition",2018-12-14 00:00:00.0000000,,False,2018-09-16 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-09-16 00:00:00.0000000,36740,13,7501,36740,4295537,1100,2017.000000,2017,,288,295329,,,,61200000,946030.92783505202,555210.09335506696,62701241.021190099,False,True,True,"34741-0960",28.338051,-81.415699,"www.cortlandhunterscreek.com","hunterscreek@cortland.com","huntcreekoef","(407) 753-7087","3021 Savosa Ave",,,,"CGI","Kissimmee","FL"
"Oak Hill","oakh78102",,,,,False,,"Suburban",,,"Non-Stabilized",,13300,,,13300,3426861,244,1995.000000,1995,,148,124352,,,,5201123,,,,False,False,False,"78102-5310",28.405147,-97.732297,"www.oakhilltx.com","oakhill@cortlandpartners.com","oakhill","(361) 358-8222","500 S Hillside Dr",,,,,"Beeville","TX"
"Lake Ridge","lakr43026","Value-Add","Acquisition",2014-10-29 00:00:00.0000000,,False,2014-11-28 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2014-11-28 00:00:00.0000000,18140,8,8014,18140,3426796,245,1996.000000,1996,,160,132032,2014-11-30 00:00:00.0000000,2016-03-31 00:00:00.0000000,14.859999999999999,7810000,2034598.125,618317.63569999998,10462915.7607,False,True,False,"43026-8081",40.004015,-83.173011,"https://cortland.com/apartments/lake-ridge/","LakeRidge@cortland.com","lakeridge","(380) 208-0592","2591 Goldenstrand Dr",,"Goldenstrand OH Partners, LLC","47-1521777","Parkwood-Ohio","Hilliard","OH"
"Cortland Reunion","havr34747","Core-Plus","Acquisition",2019-10-30 00:00:00.0000000,,False,2021-03-29 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-03-29 00:00:00.0000000,36740,13,7501,36740,4572520,1283,2019.000000,2019,,338,334148,2019-11-30 00:00:00.0000000,2020-10-31 00:00:00.0000000,28.300000000000001,70980000,1350324,1590874.3794815999,73921198.379481599,False,False,False,"34747-6457",28.290000,-81.606380,"cortland.com/reunion","Reunion@cortland.com","havenreunion","(407) 606-8981","7995 Haven Way",,"Haven FL Partners LLC","84-3382065","CGI","Kissimmee","FL"
"Cortland at West Village - Phase 1","corwvill175204","Value-add","Acquisition",2022-06-28 00:00:00.0000000,,False,2024-05-13 00:00:00.0000000,"Urban","A","Mid-rise","Stabilized",2024-05-13 00:00:00.0000000,19124,1,7536,19100,4988098,1849,2003.000000,2003,,232,214146,,,,89300000,15309381,2532942,107142323,False,True,False,"75204-0300",32.806961,-96.795704,"cortland.com/west-village","westvillage@cortland.com","westvillage","(972) 807-7172","2901 Cityplace West Blvd",232,"Cityplace TX Partners LLC","83-2495528","CGI","Dallas","TX"
"Cortland Copperleaf","clubc77095","Value-Add","Acquisition",2018-08-17 00:00:00.0000000,2024-05-09 00:00:00.0000000,False,2020-08-21 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2020-08-21 00:00:00.0000000,26420,20,6836,26420,4372068,1023,2003.000000,2003,,240,236966,2018-08-31 00:00:00.0000000,2020-02-29 00:00:00.0000000,13.0017,28760000,7646730,1356313,37763043,False,True,False,"77095-3070",29.899142,-95.624684,"www.cortland.com/copperleaf","copperleaf@cortland.com","copperleaf","(281) 801-1770","14811 West Rd",,"Copperleaf TX Partners LLC","83-1230686","Portfolio 18","Houston","TX"
"Cortland Lex","lexbre30004","Core-Plus","Acquisition",2020-10-08 00:00:00.0000000,,False,2014-08-06 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2014-08-06 00:00:00.0000000,12060,30,6729,12060,2946889,1428,1995.000000,1995,,360,387014,,,36,87000000,,,87000000,False,False,True,"30004-5324",34.078490,-84.311755,"cortland.com/lex","lexdistro@cortland.com","lexmiltonbre","(770) 343-4550","1000 Lexington Farms Dr",,,"82-1763439","3rd Party Management","Alpharetta","GA"
"Cortland Windsong Ranch","adwr75078","Core-Plus","Acquisition",2018-01-19 00:00:00.0000000,2024-12-19 00:00:00.0000000,False,2023-05-15 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-05-15 00:00:00.0000000,19124,29,7516,19100,4266909,696,2017.000000,2017,,300,352808,2018-02-28 00:00:00.0000000,2018-03-31 00:00:00.0000000,,56082552,411255,1736636,58230443,False,False,False,"75078-1733",33.223430,-96.874480,"cortland.com/windsong-ranch","windsongranch@cortland.com","windsong","(972) 426-2282","4500 Blue Stem",,"DD Bluestem LLC","47-2499619","Portfolio 20","Prosper","TX"
"Cortland Windward","corwi30004","Value-Add","Acquisition",2021-01-07 00:00:00.0000000,,False,2023-01-08 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-01-08 00:00:00.0000000,12060,30,6729,12060,4740089,1463,1987.000000,1987,,294,285000,2021-02-28 00:00:00.0000000,2022-07-31 00:00:00.0000000,,61000000,13998353.852325,1796127.9684047201,76794481.820729703,False,True,False,"30004-3877",34.083013,-84.279749,"cortland.com/windward","Windward@cortland.com","windward","(770) 821-1937","905 Lake Union Hill Way",,"Lake Union GA Partners LLC (DE)","85-2361889","Stand-alone","Alpharetta","GA"
"Cortland Chisholm Trail","corct76123","Core-Plus","Acquisition",2022-03-08 00:00:00.0000000,,False,2022-12-21 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2022-12-21 00:00:00.0000000,23104,4,7508,19100,4943147,1759,2022.000000,2022,,333,351033,,,,95000000,3375272,1006772,99382044,False,False,False,"76123-1538",32.609815,-97.408004,"cortland.com/chisholm-trail","chisholmtrail@cortland.com","chisholm","(682) 243-5367","9100 Summit Ridge Rd",,"Summit Ridge TX Partners LLC","83-2495528","CGI","Fort Worth","TX"
