AssetCode,ParentAssetCode,AssetType,AssetName,ParentAssetName,MarketName,AxiometricsSubMarketName,AxioMarketSubmarketID,AxioMarketID,AxiometricsSubMarketID,AxiometricsPropertyNumber,StateCode,InvestmentStrategy,IsTaxCredit,IsRecapitalization,AcquisitionType,IsInDevelopment,IsSeniorHousing,Portfolio,SubPortfolio,FundName,StabilizationStatus,ActualStabilizationDate,AssetClass,oslPropertyID,oslSubPropertyNumberID,UltiProLocationCode,AverageBuildYear,CurrentUnitCount,PlannedUnitCount,AcquisitionDate,SaleDate,FirstFullMonthID,LastFullMonthID,AssetLegalName,AssetTaxID,AssetAddress,City,ZIPCode,AssetPhone,AssetPhone2,AssetEmail,AssetURL,EmpManagingDirector,EmpEVP,EmpDirectorOfInvestments,EmpDirectorOfOperations,EmpCommunityManager,EmpRegionalFacilitiesManager,EmpRegionalMarketingManager,EmpPropertyAssistantController,EmpRevenueManager,EmpRegionalCFDManager,EmpRegionalPestManager,EmpRegionalLandscapingManager,EmpSeniorRegionalFacilitiesManager,IsCurrentOSLPropertyID,osaEntityID,TotalHardCosts,AxiometricsMSAID,AssetStyle,DistinctCurrentUnitCount,InitialEntityAssetCode,InitialEntityAcquisitionDate,OccupancyStabilizationDate,IsActiveProperty,EquityPartner1,EquityPartner2,IsUnitReno,AcquisitionDevelopmentFee,ConstructionManagementFee,PropertyManagementFee,AssetManagementFeeBasis,AssetManagementFeeAmount,DueDiligenceFee,DesignFeeBasis,DesignFeeAmount,SupportServiceFeePerUnitAnnual,MarketingSoftwareFeePerUnitAnnual,AdminSoftwareFeePerUnitAnnual,LicensingFeePerUnitMonthly,EquityPartnerConcat,SameStoreSale,FunnelGroupId
"corjp32822",,"Property","Cortland Jubilee Park","Cortland Jubilee Park","Orlando-Kissimmee-Sanford, FL","East Orlando","36740-2","36740",2,53576,"FL","Core-Plus",False,False,"Acquisition",0,False,"GTIS Portfolio","GTIS Portfolio","CP Fund IV","Stabilized",2018-08-16 00:00:00.0000000,"A",4372067,1,2924,2015.000000,330,,2018-07-17 00:00:00.0000000,,201808,202501,"Merryvale FL Partners, LLC","83-0951697","6850 Merryvale Ln","Orlando","32822-5001","(407) 565-7984","","jubileepark@cortland.com","www.cortlandjubileepark.com","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","Katrina Nellis","Jay Macias","Shannon Tomaszewski","Rosanne Ippolito","SHARED - Kaitlin Dierks","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"jubileepark",2207471,36740,"Garden-Style",330.00000000327657,"corjp32822",2018-07-17 00:00:00.0000000,2018-08-16 00:00:00.0000000,1,"GTIS",,True,657500,143300,0.025000000000000001,"gross-revenue",0.014999999999999999,,,135000,,,,,"GTIS",1,1604
"coruptala32701",,"Property","Cortland Uptown Altamonte","Cortland Uptown Altamonte","Orlando-Kissimmee-Sanford, FL","Altamonte Springs/Apopka","36740-7","36740",7,17936,"FL","Value-add",False,False,"Acquisition",0,False,"Stand-alone","Fund V Wholly-Owned","CP Fund V","Non-Stabilized",,"A",5000424,1,4284,2007.000000,322,324,2022-07-26 00:00:00.0000000,,202208,202501,"Uptown Blvd FL Partners LLC","85-2361889","285 Uptown Blvd","Altamonte Springs","32701-3492","(407) 606-7730","","uptownaltamonte@cortland.com","cortland.com/uptown-altamonte","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","Portia Garrett","Jay Macias","Shannon Tomaszewski","Nadeige Exavier","Jason Halpert","N/A","David Demartino","Bob Senkarik","Brandon Center",True,"altamonte",14157668,36740,"High-rise",322.00000000255113,"coruptala32701",2022-07-26 00:00:00.0000000,,1,"Fund V",,True,,,,,,,,,,,,,"Fund V",0,3866
"allllbre32714",,"Property","Cortland Lake Lotus","Cortland Lake Lotus","Orlando-Kissimmee-Sanford, FL","Altamonte Springs/Apopka","36740-7","36740",7,33897,"FL","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2019-06-09 00:00:00.0000000,"A",4023052,1,2051,1997.000000,577,,2020-05-08 00:00:00.0000000,,201609,202501,,,"631 Lotus Landing Blvd","Altamonte Springs","32714-3504","(407) 565-7520","","lakelotus@cortland.com","www.cortlandlakelotus.com","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Christian Taboas","Ana Bencosme","Jay Macias","Shannon Tomaszewski","Mindy Dollinger","SHARED - Kaitlin Dierks","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"allorabre",,36740,"Garden-Style",577.00000000594173,"allll32714",2016-08-22 00:00:00.0000000,2019-06-09 00:00:00.0000000,1,"Blackstone",,False,469570,814339,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,220,,,,"Blackstone",1,1605
"barmlbre32703",,"Property","Cortland Mirror Lake","Cortland Mirror Lake","Orlando-Kissimmee-Sanford, FL","Altamonte Springs/Apopka","36740-7","36740",7,13462,"FL","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2020-08-14 00:00:00.0000000,"B",3835765,1,2068,1990.000000,727,,2020-02-28 00:00:00.0000000,,201602,202501,,"84-4601448","700 Post Lake Pl","Apopka","32703-6183","(407) 554-4575","","mirrorlake@cortland.com","cortland.com/mirror-lake","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","Carla Mardini","Jay Macias","Shannon Tomaszewski","Renita Lott","SHARED - Kaitlin Dierks","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"barringtonbre",,36740,"Garden-Style",727.00000000799673,"barml32703",2016-01-15 00:00:00.0000000,2020-08-14 00:00:00.0000000,1,"Blackstone",,True,498338,1553678,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,,,,,"Blackstone",1,1606
"cortlm32746",,"Property","The Terraces at Lake Mary","The Terraces at Lake Mary","Orlando-Kissimmee-Sanford, FL","Sanford/Lake Mary","36740-8","36740",8,14753,"FL","Core-plus",False,False,"Acquisition",0,False,"3rd Party Management","Project Rock",,"Stabilized",2022-06-18 00:00:00.0000000,"B",4971397,1,4267,1997.000000,282,284,2022-05-19 00:00:00.0000000,,202206,202501,"RRE Terraces at Lake Mary Holdings LLC","81-3506451","1000 Regal Pointe Ter","Lake Mary","32746-2014","(407) 537-5532","","terraceslakemary@cortland.com","cortland.com/lake-mary","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Christian Taboas","Milica Radmanovic","Jay Macias","Shannon Tomaszewski","Renita Lott","SHARED - Kaitlin Dierks","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"lakemary",,36740,"Garden-style",282.00000000330937,"cortlm32746",2022-05-19 00:00:00.0000000,2022-06-18 00:00:00.0000000,1,"Blackstone",,False,,,,,,,,,,,,,"Blackstone",1,3762
"vers32771",,"Property","Cortland Vera Sanford","Cortland Vera Sanford","Orlando-Kissimmee-Sanford, FL","Sanford/Lake Mary","36740-8","36740",8,10254996,"FL","Core-Plus",False,False,"Acquisition",0,False,"Portfolio 20","Portfolio 20 III","CP Fund IV","Stabilized",2019-06-12 00:00:00.0000000,"A",4412164,1,2945,2018.000000,330,,2018-10-23 00:00:00.0000000,,201811,202501,,,"4856 Veracity Pt","Sanford","32771-7568","(407) 707-9948","","VeraSanford@cortland.com","cortland.com/vera-sanford","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Christian Taboas","Milica Radmanovic","Jay Macias","Shannon Tomaszewski","Candice Davenport","SHARED - Kaitlin Dierks","N/A","David Demartino","Bob Senkarik","Brandon Center",True,"sanford",951921,36740,"Garden-Style",330.00000000728937,"vers32771",2018-10-23 00:00:00.0000000,2019-06-12 00:00:00.0000000,1,"Oaktree",,True,674981,66634,0.025000000000000001,"gross-revenue",0.014999999999999999,,,,,,,,"Oaktree",1,1608
"harlhbre232707",,"Property","Cortland Lake Howell","Cortland Lake Howell","Orlando-Kissimmee-Sanford, FL","Casselberry/Winter Springs/Oviedo","36740-9","36740",9,5753,"FL","Core-Plus",False,True,"Acquisition",0,False,"Acorn 2","Acorn 2 - HLH",,"Stabilized",2024-04-16 00:00:00.0000000,"B",3253697,1,2086,1991.000000,406,,2021-07-01 00:00:00.0000000,,201403,202501,,"87-2611316","1280 Vinings Ln","Casselberry","32707-6452","(407) 863-3202","","LakeHowell@cortland.com","cortland.com/lake-howell","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Christian Taboas","Jodie Acevedo","Jay Macias","Shannon Tomaszewski","Renita Lott","Jason Halpert","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"harborbre",10088037,36740,"Garden-Style",406.0000000036186,"harlhy32707",2017-12-21 00:00:00.0000000,2024-04-16 00:00:00.0000000,1,"Blackstone",,False,,,0.025000000000000001,,,,,,,,,,"Blackstone",0,1610
"cornona32832",,"Property","Cortland Nona","Cortland Nona","Orlando-Kissimmee-Sanford, FL","East Orange County","36740-11","36740",11,10256697,"FL","Core-Plus",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2022-01-13 00:00:00.0000000,"A",4905203,1,4244,2021.000000,354,,2021-12-14 00:00:00.0000000,,202201,202501,"Pioneers Way FL Partners LLC","83-2495528","12035 Pioneers Way","Orlando","32832-2800","(407) 584-4112","","nona@cortland.com","www.cortland.com/nona","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","Katrina Nellis","Jay Macias","Shannon Tomaszewski","Stacie Moore","SHARED - Kaitlin Dierks","N/A","David Demartino","Bob Senkarik","Brandon Center",True,"nona",1013500,36740,"Garden-Style",354.00000000704006,"cornona32832",2021-12-14 00:00:00.0000000,2022-01-13 00:00:00.0000000,1,"CGI",,False,,,0.0275,"gross-revenue",,,,,130,,,,"CGI",1,3398
"adwg32821",,"Property","Cortland World Gateway","Cortland World Gateway","Orlando-Kissimmee-Sanford, FL","South Orange County","36740-12","36740",12,10251721,"FL","Core-Plus",False,False,"Acquisition",0,False,"Portfolio 20","Portfolio 20 III","CP Fund IV","Stabilized",2023-10-14 00:00:00.0000000,"A",4412161,1,2941,2018.000000,405,,2018-10-23 00:00:00.0000000,,201811,202501,,,"15050 Ember Springs Cir","Orlando","32821-5301","(407) 904-4264","","worldgateway@cortland.com","www.cortland.com/world-gateway.com","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","Jasmine Hunter","Jay Macias","Shannon Tomaszewski","Candice Davenport","SHARED - Kaitlin Dierks","N/A","David Demartino","Bob Senkarik","Brandon Center",True,"adara",1260767,36740,"Garden-Style",405.00000000310376,"adwg32821",2018-10-23 00:00:00.0000000,2023-10-14 00:00:00.0000000,1,"Oaktree",,True,889158,88254,0.025000000000000001,"gross-revenue",0.014999999999999999,,,,,,,,"Oaktree",1,1609
"corcg33896",,"Property","Cortland ChampionsGate","Cortland ChampionsGate","Orlando-Kissimmee-Sanford, FL","Kissimmee/Osceola County","36740-13","36740",13,10263176,"FL","Opportunistic",False,False,"Development",0,False,"Stand-alone","Stand-alone",,"Stabilized",2024-08-17 00:00:00.0000000,"A",4922982,1,,2021.500000,353,,2021-07-01 00:00:00.0000000,,202208,202501,"El Mirasol FL Investors, LLC","87-1261948","1291 EL MIRASOL LOOP","DAVENPORT","33896","(863) 213-6710","","championsgate@cortland.com","www.cortland.com/champions-gate","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","SHARED - Tiffany Williams","Jay Macias","Shannon Tomaszewski","Candice Davenport","Shalina Daswani","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"championsgate",59882000,36740,"Garden-Style",353.00000000383153,"corcg33896",2021-07-01 00:00:00.0000000,2024-08-17 00:00:00.0000000,1,"Promus","Declaration",False,,,0.025000000000000001,"gross-revenue",0.014999999999999999,,,,,,,,"Promus | Declaration",0,3323
"corhcoef34741",,"Property","Cortland Hunters Creek","Cortland Hunters Creek","Orlando-Kissimmee-Sanford, FL","Kissimmee/Osceola County","36740-13","36740",13,66193,"FL","Core-Plus",False,True,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2018-09-16 00:00:00.0000000,"A",4295537,1,2920,2017.000000,287,,2018-12-14 00:00:00.0000000,,201803,202501,,,"3021 Savosa Ave","Kissimmee","34741-0960","(407) 753-7087","","hunterscreek@cortland.com","www.cortlandhunterscreek.com","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","Jasmine Hunter","Jay Macias","Shannon Tomaszewski","Stacie Moore","SHARED - Kaitlin Dierks","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"huntcreekoef",946030.92783505202,36740,"Garden-Style",287.00000000716312,"corhc34741",2018-02-06 00:00:00.0000000,2018-09-16 00:00:00.0000000,1,"CGI",,True,,66222,0.0275,,,,,,130,,,,"CGI",1,1603
"havr34747",,"Property","Cortland Reunion","Cortland Reunion","Orlando-Kissimmee-Sanford, FL","Kissimmee/Osceola County","36740-13","36740",13,87596,"FL","Core-Plus",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2021-03-29 00:00:00.0000000,"A",4572520,1,3022,2019.000000,329,,2019-10-30 00:00:00.0000000,,201911,202501,"Haven FL Partners LLC","84-3382065","7995 Haven Way","Kissimmee","34747-6457","(407) 606-8981","","Reunion@cortland.com","cortland.com/reunion","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","SHARED - Tiffany Williams","Jay Macias","Shannon Tomaszewski","Maria Domingo","SHARED - Kaitlin Dierks","N/A","David Demartino","Bob Senkarik","Brandon Center",True,"havenreunion",1350324,36740,"Garden-Style",329.00000000438263,"havr34747",2019-10-30 00:00:00.0000000,2021-03-29 00:00:00.0000000,1,"CGI",,False,,,0.0275,,,,,,220,,,,"CGI",1,1607
"corci34787",,"Property","Cortland Independence","Cortland Independence","Orlando-Kissimmee-Sanford, FL","Ocoee/Winter Garden/Clermont","36740-14","36740",14,19530,"FL","Value-Add",False,False,"Acquisition",0,False,"Stand-alone","Fund V Wholly-Owned","CP Fund V","Non-Stabilized",,"B",4899099,1,4243,2008.000000,377,,2021-12-01 00:00:00.0000000,,202112,202501,"Avenue of Groves FL Paterns, LLC (DE)","85-2361889","14600 Avenue Of The Grvs","Winter Garden","34787-8718","(407) 519-3567","","Independence@cortland.com","cortland.com/independence","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Melissa Esparza","Heidy Lewis","Jay Macias","Shannon Tomaszewski","Lisa Jones","Jason Halpert","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"independence",17283786,36740,"Garden-Style",377.00000000727533,"corci34787",2021-12-01 00:00:00.0000000,,1,"Fund V",,False,,,0.032500000000000001,"gross-revenue",0.014999999999999999,,,,220,,,,"Fund V",0,3354
"Corb85016",,"Property","Cortland Biltmore","Cortland Biltmore","Phoenix-Mesa-Scottsdale, AZ","North Central Phoenix","38060-2","38060",2,91511,"AZ","Core-Plus",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2023-08-31 00:00:00.0000000,"A",4698067,1,3053,2020.000000,250,,2020-10-08 00:00:00.0000000,,202011,202501,"Camelback AZ Partners LLC","83-2495528","2727 E Camelback Rd","Phoenix","85016-4470","(602) 875-0349","","biltmoreapts@cortland.com","cortland.com/biltmore","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Paige Newman","Tim Dreisbach","Mary Zirbel","Maria Domingo","Joshua Bivens","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"theangela",1646405.2848012701,38060,"Garden-Style",250.00000000131379,"Corb85016",2020-10-08 00:00:00.0000000,2023-08-31 00:00:00.0000000,1,"CGI",,False,,,0.0275,,,,,,220,,,,"CGI",1,1973
"courv85008",,"Property","Cortland Red Mountain","Cortland Red Mountain","Phoenix-Mesa-Scottsdale, AZ","East Phoenix","38060-3","38060",3,14812,"AZ","Value-Add",False,False,"Acquisition",0,False,"Stand-alone","Courtney Village","CP Fund IV","Stabilized",2023-04-15 00:00:00.0000000,"B",4453999,1,2951,2002.000000,365,,2019-03-11 00:00:00.0000000,,201904,202501,"Roosevelt AZ Partners LLC","83-3026641","4848 E Roosevelt St","Phoenix","85008-7327","(602) 786-7008","","redmountain@cortland.com","cortland.com/red-mountain","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","SHARED - Cristal Salcido Garfio","Tim Dreisbach","Mary Zirbel","Rosanne Ippolito","Joshua Bivens","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"courtney",9813482.3159999996,38060,"Garden-Style",365.0000000047508,"courv85008",2019-03-11 00:00:00.0000000,2023-04-15 00:00:00.0000000,1,"Fund IV",,True,622500,,0.025000000000000001,"gross-revenue",0.014999999999999999,,,,,,,,"Fund IV",1,1343
"corar85042",,"Property","Cortland at Raven","Cortland at Raven","Phoenix-Mesa-Scottsdale, AZ","South Phoenix","38060-4","38060",4,24796,"AZ","Value-Add",False,False,"Acquisition",0,False,"Stand-alone","Fund V Wholly-Owned","CP Fund V","Stabilized",2024-01-05 00:00:00.0000000,"B",4704990,1,3055,2001.000000,192,,2020-10-28 00:00:00.0000000,,202011,202501,"Baseline AZ Partners LLC","85-2361889","3606 E Baseline Rd","Phoenix","85042-7202","(602) 671-2376","","raven@cortland.com","cortland.com/raven","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Sara Zamudio","Tim Dreisbach","Mary Zirbel","Nadeige Exavier","Joshua Bivens","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"raven",6654631,38060,"Garden-Style",192.00000000411839,"corar85042",2020-10-28 00:00:00.0000000,2024-01-05 00:00:00.0000000,1,"Fund V",,True,,,0.025000000000000001,,,,,,220,,,,"Fund V",0,2006
"pinuhHL85050",,"Property","Cortland Desert Ridge","Cortland Desert Ridge","Phoenix-Mesa-Scottsdale, AZ","Deer Valley","38060-9","38060",9,430,"AZ","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2022-10-28 00:00:00.0000000,"B",4559213,1,3003,1996.000000,264,,2021-04-02 00:00:00.0000000,,201910,202501,"PURE PINNACLE APTS LLC","82-1615788","4750 E Union Hills Dr","Phoenix","85050-3363","(602) 560-5847","","DesertRidge@cortland.com","cortland.com/desert-ridge","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Amy Sanderson","Tim Dreisbach","Mary Zirbel","Nadeige Exavier","Jason Halpert","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"desertridgehl",8533823.1325056907,38060,"Garden-Style",264.00000000370221,"pinuh85050",2019-09-27 00:00:00.0000000,2022-10-28 00:00:00.0000000,1,"Hobby Lobby","JVP",True,287600,480212,0.025000000000000001,"gross-revenue",0.014999999999999999,24996,,135000,130,,,,"Hobby Lobby | JVP",1,1338
"corscottm85259",,"Property","Cortland Scottsdale Mountain","Cortland Scottsdale Mountain","Phoenix-Mesa-Scottsdale, AZ","North Scottsdale","38060-10","38060",10,13992,"AZ","Value-add",False,False,"Acquisition",0,False,"Stand-alone","Scottsdale Mountain","CP Fund V","Stabilized",2024-11-15 00:00:00.0000000,"B",4986176,1,4275,1986.000000,203,202,2022-06-15 00:00:00.0000000,,202207,202501,"North 115th AZ Partners, LLC","85-2361889","11100 N 115th St","Scottsdale","85259-4003","(520) 376-1542","","scottsdalemountain@cortland.com","cortland.com/scottsdale-mounta","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Ashley Johnson","Tim Dreisbach","Mary Zirbel","Lisa Jones","Jason Halpert","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"scottsdale",10122075,38060,"Garden-style",203.00000000756376,"corscottm85259",2022-06-15 00:00:00.0000000,2024-11-15 00:00:00.0000000,1,"CBRE",,True,,,,,,,,,,,,,"CBRE",0,3790
"corsm85283",,"Property","Cortland South Mountain","Cortland South Mountain","Phoenix-Mesa-Scottsdale, AZ","South Tempe","38060-13","38060",13,19548,"AZ","Value-Add",False,False,"Acquisition",0,False,"Stand-alone","Cortland South Mountain","CP Fund V","Stabilized",2023-08-25 00:00:00.0000000,"C",4693422,1,3052,2009.000000,412,,2020-09-29 00:00:00.0000000,,202010,202501,"South Priest AZ Partners LLC ","85-2361889","7017 S Priest Dr","Tempe","85283-4337","(480) 680-0065","","southmountain@cortland.com","cortland.com/south-mountain","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Anna Robertson","Tim Dreisbach","Mary Zirbel","Nadeige Exavier","Jason Halpert","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"metropointecbre",11304975.0136825,38060,"Garden-Style",412.00000000619031,"corsm85283",2020-09-29 00:00:00.0000000,2023-08-25 00:00:00.0000000,1,"CBRE",,True,,,0.032500000000000001,,0.0025000000000000001,,,,220,,,,"CBRE",1,1965
"dismvbre285209",,"Property","Cortland Mountain Vista","Cortland Mountain Vista","Phoenix-Mesa-Scottsdale, AZ","East Mesa","38060-16","38060",16,57039,"AZ","Core-Plus",False,True,"Acquisition",0,False,"Acorn 2","Acorn 2",,"Stabilized",2023-09-01 00:00:00.0000000,"B",4382816,1,2928,2009.000000,384,,2021-09-30 00:00:00.0000000,,201810,202501,,"86-3509372","1304 S 105th Pl","Mesa","85209-3817","(480) 470-5040","","mountainvista@cortland.com","cortland.com/mountain-vista","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Marina Ruize","Tim Dreisbach","Mary Zirbel","Mindy Dollinger","Joshua Bivens","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"mountainvistabre",1031793.8406516199,38060,"Garden-Style",384.00000000247582,"dismv85209",2018-09-14 00:00:00.0000000,2023-09-01 00:00:00.0000000,1,"Blackstone",,False,,,0.025000000000000001,,0.01,,,,,,,,"Blackstone",1,1341
"corhp85233",,"Property","Heritage District","Heritage District","Phoenix-Mesa-Scottsdale, AZ","Gilbert","38060-17","38060",17,20720,"AZ","Value-add",False,False,"Acquisition",0,False,"3rd Party Management","Project Rock",,"Stabilized",2023-08-01 00:00:00.0000000,"A",4971388,1,4268,1983.000000,455,458,2022-05-19 00:00:00.0000000,,202206,202501,"PRE Gilbert Holdings LLC","81-3506451","275 W Juniper Ave","Gilbert","85233-3920","(480) 470-6291","","heritagedistrict@cortland.com","cortland.com/heritage-district","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Amy Arens","Tim Dreisbach","Mary Zirbel","Mindy Dollinger","Joshua Bivens","N/A","David Demartino","Mitch Rice","Aaron Clausen",True,"heritagedistrict",,38060,"Garden-style",455.0000000023179,"corhp85233",2022-05-19 00:00:00.0000000,2023-08-01 00:00:00.0000000,1,"Blackstone",,True,,,,,,,,,,,,,"Blackstone",1,3757
"sanbcbre85226",,"Property","Cortland Chandler Crossing","Cortland Chandler Crossing","Phoenix-Mesa-Scottsdale, AZ","Chandler","38060-18","38060",18,5851,"AZ","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2023-01-30 00:00:00.0000000,"B",4559238,1,3014,1996.000000,206,,2021-05-07 00:00:00.0000000,,201910,202501,"PURE SAN BRISAS APTS LLC","47-1565439","900 N Rural Rd","Chandler","85226-6086","(480) 470-6628","","chandlercrossing@cortland.com","cortland.com/chandler-crossing","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Amy Sanderson","Tim Dreisbach","Mary Zirbel","Nadeige Exavier","Joshua Bivens","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"sanbrisascbre",7291715.3044166798,38060,"Garden-Style",206.00000000794191,"sanb85226",2019-09-27 00:00:00.0000000,2023-01-30 00:00:00.0000000,1,"CBRE","JVP",True,,,0.025000000000000001,,0.01,,,,130,,,,"CBRE | JVP",1,1342
"corpp85306",,"Property","Indigo Creek","Indigo Creek","Phoenix-Mesa-Scottsdale, AZ","North Glendale","38060-22","38060",22,6064,"AZ","Value-add",False,False,"Acquisition",0,False,"3rd Party Management","Project Rock",,"Stabilized",2023-04-17 00:00:00.0000000,"B",4971401,1,4269,1999.000000,408,,2022-05-19 00:00:00.0000000,,202206,202501,"RRE Indigo Creek Holdings LLC","81-3506451","14221 N 51st Ave","Glendale","85306-2539","(602) 536-9545","","Indigocreek@cortland.com","cortland.com/indigo-creek","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Pam White","Tim Dreisbach","Mary Zirbel","Mindy Dollinger","Jason Halpert","N/A","David Demartino","Mitch Rice","Aaron Clausen",True,"paseopark",,38060,"Garden-style",408.00000000783734,"corpp85306",2022-05-19 00:00:00.0000000,2023-04-17 00:00:00.0000000,1,"Blackstone",,True,,,,,,,,,,,,,"Blackstone",1,3758
"arrsbre285308",,"Property","Cortland Arrowhead Summit","Cortland Arrowhead Summit","Phoenix-Mesa-Scottsdale, AZ","North Glendale","38060-22","38060",22,6128,"AZ","Core-Plus",False,True,"Acquisition",0,False,"Acorn 2","Acorn 2",,"Stabilized",2019-12-23 00:00:00.0000000,"B",4229982,1,2153,1999.000000,408,,2021-07-01 00:00:00.0000000,,201710,202501,,"86-3509372","18330 N 79th Ave","Glendale","85308-8343","(623) 526-1123","","arrowheadsummit@cortland.com","http://www.cortland.com/arrowh","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","SHARED - Traveis Perkins","Tim Dreisbach","Mary Zirbel","Renita Lott","Joshua Bivens","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"arrowheadbre",1864402.0642923201,38060,"Garden-Style",408.00000000166307,"arrs85308",2017-09-22 00:00:00.0000000,2019-12-23 00:00:00.0000000,1,"Blackstone",,False,,,0.029999999999999999,"gross-revenue",0.0050000000000000001,,,,220,,,,"Blackstone",1,1337
"corp885345",,"Property","Cortland at P83","Cortland at P83","Phoenix-Mesa-Scottsdale, AZ","Peoria/Sun City/Surprise","38060-23","38060",23,10251643,"AZ","Core-Plus",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2023-09-28 00:00:00.0000000,"A",4857240,1,4233,2020.000000,352,,2021-09-28 00:00:00.0000000,,202110,202501,"N 75th AZ Partners LLC","83-2495528","16601 N 75th Ave","Peoria","85382-5026","(623) 244-8784","","p83@cortland.com","cortland.com/p83","Mindi Hill","Michael Kolshak","Robbie Weinstein","Wanda Basil","Loren Neshiem","Tim Dreisbach","Mary Zirbel","Remesa Brown","Joshua Bivens","Jamison Gavin","David Demartino","Mitch Rice","Aaron Clausen",True,"cortlandp83",1981375.389,38060,"Garden-Style",352.00000000700931,"corp885345",2021-09-28 00:00:00.0000000,2023-09-28 00:00:00.0000000,1,"CGI",,False,,,0.0275,"gross-revenue",,,,,130,,,,"CGI",1,3147
